index	date	sphere	title	text	link
184	2-2-2023	Общество	В Волгограде украли новый памятник Сталину	В ночь на 2 февраля в Волгограде похитили бюст Иосифа Сталина, торжественно открытый накануне. В ходе оперативно-розыскных мероприятий было установлено, что скульптуру украли два местных жителя, которые сдали памятник в пункт приёма металлолома в соседнем регионе. Благодаря слаженной работе сотрудников полиции удалось оперативно установить виновников, а также спасти скульптуру Сталина от полного уничтожения – приёмщики успели отпилить ему голову, но ничего не сдали в переплавку. «То, что он без головы – это ничего, без головы нормально, – говорит один из инициаторов установки памятника. – Даже символично, потому что многие решения гениального вождя принимались явно не головой, а сердцем, так сказать. Головой так нельзя. Но всё равно голова должна присутствовать, потому что должен быть порядок.Мы её потом приклеим, приварим, где-то шурупами докрутим и будет Иосиф Виссарионович как новенький» По данным газеты «Волгоградская правда», задержанные мужчины ведут асоциальный образ жизни и злоупотребляют алкоголем. За бюст Сталина преступники получили три тысячи рублей, которые успели потратить в одном из местных баров.	https://panorama.pub/news/v-volgograde-ukrali-novyj-pamatnik
185	2-2-2023	Общество	Межвузовая комиссия по этике постановила пороть студентов за использование нейронных сетей	В Москве завершилось внеочередной заседание межвузовой комиссии по этике, на которой обсуждался вопрос применения отдельными недобросовестными студентами нейронных сетей в процессе подготовки дипломных работ. Было решено, что подобная практика не имеет ничего общего с учебным процессом и должна решительно пресекаться. Согласно постановлению, вузам рекомендовано применять санкции при попытке студента задействовать нейросеть. Если это случилось во время учебного процесса и не связано с курсовыми или дипломными работами, на первый раз учащийся отделается предупреждением. В ином случае рекомендовано пороть студентов, менять им тему работы и назначать научным руководителем представителя военной кафедры. При рецидиве нарушителей будут отчислять и отдавать под суд. «Нейронные сети ещё никому в этом мире не помогли, баловство одно. А вот хороший ремень сделал из многих слизняков нормальных людей, – отметил председатель комиссии. – При взгляде на большинство учащихся сейчас на ум одно приходит: мало вас в детстве родители лупили, раз такое выросло. Значит, исправит вуз» Присутствовавший на заседании представитель министерства образования сообщил, что ещё летом прошлого года были скорректированы директивы, касающиеся телесных наказаний. Если раньше они были применимы к «студентам кадетских учебных учреждений», то в нынешней редакции слово «кадетских» убрали и тем самым расширили полномочия всех вузов в этой сфере.	https://panorama.pub/news/mezvuzovaa-komissia-po-etike-postanovila
186	2-2-2023	Общество	Петропавловскую крепость переименуют из-за русофобских высказываний президента Чехии	Мэрия Санкт-Петербурга приняла решение о переименовании Петропавловской крепости и расположенного на её территории одноимённого собора. Поводом для этого послужили антироссийские выпады новоизбранного президента Чехии Петра Павла. Пётр Павел неоднократно называл Россию угрозой безопасности в Европе, призывал вводить против неё санкции и всячески противодействовать российскому культурному влиянию. Помимо этого, в 2015-2018 годах он занимал должность председателя Военного комитета НАТО, который в настоящее время ведёт гибридную войну против России. Подобные высказывания являются недопустимыми, считает депутат Петербургского городского заксобрания Аполлинарий Ягужинский. Депутаты Северной столицы призвали правительство города очистить его от всего, что могло бы напоминать о столь подлом и вероломном враге России. Начать решено с Петропавловской крепости, которой будет возвращено историческое название – Троцкая цитадель. «Сейчас об этом уже многие забыли, но в 1918 году крепость переименовали в Троцкую цитадель в честь наркома обороны Льва Давидовича Троцкого, – рассказывает Ягужинский. – Потом, в годы сталинских репрессий, решение стыдливо отменили задним числом, и крепость опять начали именовать Петропавловской. Но скажите мне, господа, допустимо ли называть главную твердыню в центре лучшего города страны в честь забывшего своё родство манкурта, служащего нашим врагам и самому Вельзевулу?»	https://panorama.pub/news/petropavlovskuu-krepost-pereimenuut-iz-za
187	2-2-2023	Общество	Архивы MI5: Beatles шесть раз тайно выступали перед Брежневым в Кремле	На сайте контрразведки Великобритании MI5 1 февраля были опубликованы несколько сотен документов, посвящённых группе The Beatles. Как оказалось, музыканты в 1966-1970 гг. шесть раз тайно приезжали в Москву и выступали перед советским лидером Леонидом Брежневым В беседе с премьер-министром Гарольдом Вильсоном посол СССР отметил, что генеральный секретарь является поклонником группы Beatles и был бы благодарен, если бы они выступили в Кремле – об этом сообщал в августе 1966 года источник МИ-5 в британском правительстве. По идеологическим причинам официальный концерт «ливерпульской четвёрки» в СССР был невозможен, поэтому министр иностранных Великобритании попросил главу МИ-5 организовать неформальный визит музыкантов в Москву. В первый раз Beatles прилетели в Советский Союз в декабре 1966 года – это был подарок Великобритании на 60-летие генерального секретаря ЦК КПСС. Брежнев остался очень доволен концертом и впоследствии музыканты ещё пять раз выступали в Кремле перед ним и высшим руководством СССР, пока межгосударственные отношения не осложнились до уровня, на котором такое уже было невозможно.	https://panorama.pub/news/gruppa-beatles-10-raz-tajno
188	2-2-2023	Общество	Таксисты, официанты и продавцы на Кипре отказываются обслуживать Чубайса	Проживающий на Кипр экс-советник президента России Анатолий Чубайс столкнулся с крайне негативным отношением местных жителей – таксисты отказались подвести его с супругой до гостиницы, а официант ресторана, где политик хотел поужинать, вылил ему тарелку супа на голову. Глава профсоюза работников такси города Лимасол Никос Николидис заявил, что людям «хорошо известно, до чего Чубайс и его сообщники довели Россию». «Таким как он на Кипре не рады. Уверен, что ни один таксист не повезёт его, ни один официант не подаст ему меню», – сказал он. По информации СМИ, Чубайс прилетел в аэропорт Ларнаки в ночь на 30 января, но доехать до отеля у экс-главы «Роснано» не получилось – таксист высадил его прямо на трассе. Около часа он пытался вызвать другую машину, но в итоге он был вынужден идти до гостиницы пешком.	https://panorama.pub/news/on-nehorosij-celovek-taksisty-oficianty
189	2-2-2023	Общество	Дерипаска предложил называть российские города именами представителей крупного бизнеса	Руководитель объединённой компании «Русал» Олег Дерипаска в ходе своего выступления на Евразийском алюминиевом форуме предложил переименовать некоторые российские города в честь представителей крупного бизнеса. «Мне кажется, что настоящий патриотизм – это не пение песенок и размахивание флагами, а конкретные дела. Если человек инвестирует в страну, платит налоги, создаёт новые производства, он имеет право на увековечивание памяти для потомков. А Ленин и Сталин свои деньги не инвестировали, тем более Киров и прочие из этой банды», – заметил бизнесмен. Дерипаска предложил два способа переименования населённых пунктов. «Мой родной Дзержинск можно назвать в честь меня. Что для города Дзержинский сделал? Можно называть города и по принципу владения там бизнесом, то есть по вкладу в жизнь города. Роман Аркадьевич [Абрамович] многое сделал для Анадыря, Мордашёвск, Потанинск – тоже отличные названия», – заключил глава«Русала».	https://panorama.pub/news/deripaska-predlozil-nazyvat-rossijskie-goroda
190	2-2-2023	Общество	Минздрав досрочно исполнил поручение президента о повышении рождаемости в России	Министр здравоохранения России Михаил Мурашко сообщил о досрочном выполнении поручения президента о повышении рождаемости. В январе 2023 года родилось на 9% детей больше, чем в том же месяце прошлого года. Повысить рождаемость в стране Владимир Путин поручил 27 января на заседании Совета по стратегическому развитию и нацпроектам. Сроки президент поставил весьма сжатые – уже к 10 февраля, то есть через две недели, чиновники должны были отчитаться о результатах. Однако Минздраву понадобилось менее половины этого времени. Справиться с заданием Михаилу Мурашко помог врачебный опыт – ранее он работал акушером-гинекологом. «Я, как вы знаете, в некотором роде акушер-гинеколог, и знаю, как простимулировать женщину рожать. Для этого нужны некоторые препараты, конечно, но все они отечественные, недорогие и имеются в наличии во всех акушерских стационарах страны», – рассказал министр. Чтобы увеличить показатели рождаемости, 28 января Минздрав снизил плановую продолжительность беременности с 40 недель до 33. Всех женщин, достигших этого срока, пригласили в родильные дома и предложили родить досрочно, чтобы помочь Родине достичь поставленных целей. Почти никто из беременных не отказался, в результате за три последних дня января план был не только выполнен, но и перевыполнен. Критики программы повышения рождаемости предрекают падение её показателей в феврале на 10-15 процентов, однако это будет уже после подведения итогов выполнения поручения президента, а значит, не повлияет на показатели эффективности.	https://panorama.pub/news/minzdrav-dosrocno-ispolnil-porucenie-prezidenta
191	1-2-2023	Общество	«Это писали какие-то индусы»: руководство Яндекса принесло извинения за оскорбительные фрагменты своего кода	Глава департамента корпоративной этики компании «Яндекс» Григорий Ромченко от лица руководства принёс извинения за оскорбительные слова и выражения в слитом в открытый доступ репозитории кода сервисов компании. По его словам, опубликованный код «писали какие-то индусы» и «чучмеки, не понимающие по-русски». Он добавил, что оскорбления представителей различных рас в исходном коде противоречат политике и морально-этическим принципам компании. Ромченко обвинил в случившемся недобросовестных сотрудников, заявив, что при прочтении их кода у него сложилось впечатление, что его писали «какие-то индусы». Он пообещал «выкинуть на мороз» всех работников, которые «и сами чёрт знает кто, и по-русски не понимают». «Ну вот кем надо быть, чтобы так называть переменные? – задаётся вопросом топ-менеджер. – Чучмеком каким-то, аборигеном? Им чёрным по белому русским языком написано, что так делать нельзя, это наша корпоративная этика. А им, видимо, всё равно. Пускай в свои аулы валят и там работают козопасами, а не лезут в ведущую мировую IT-компанию»	https://panorama.pub/news/eto-pisali-kakie-to-indusy
192	1-2-2023	Политика	«Обязательно исправимся»: Алексей Кудрин пообещал добавить фото Гитлера в поисковую выдачу «Яндекса» по запросу «бункерный дед»	Советник по корпоративному развитию «Яндекса» Алексей Кудрин прокомментировал наличие блокирующих алгоритмов в сервисе «Яндекс Картинки». Из-за программных запретов пользователи получали нерелевантные изображения по запросу«бункерный дед». «Я лично всё проверил и, действительно, никакого Гитлера там нет. Вместо него какой-то уставший пожилой мужчина. Раз люди того требуют, то мы обязательно исправимся, – заявил экс-глава Счётной палаты. – Наши программисты уже подключилик поисковым базам альбом с фотографиями немецкого диктатора. Хочу отдельно подчеркнуть, что никто и ничто не может нам ничего запретить. Мы за свободу слова всегда и во всём» Медиаменеджер также отметил, что до слива исходного кода сервисов в компании даже не подозревали о существовании такого рода проблем. «На наших серверах хранятся терабайты информации и отследить их все просто невозможно. Но внутреннее расследование показало, что вредоносные участки кода были написаны бывшим генеральным директором Аркадием Воложем, уволившимся две недели назад. Для предотвращения подобных ситуаций мы в «Яндексе» приняли решение о создании Счётного департамента, который будет отслеживать новые коммиты на Гитхаб», — добавил медиаменеджер.	https://panorama.pub/news/obazatelno-ispravimsa-aleksej-kudrin-poobesal
193	1-2-2023	Общество	Сообщил мошенникам код от банка: Абрамович рассказал, как преступники украли у него более 2 млрд фунтов	Миллиардер Роман Абрамович стал жертвой телефонных мошенников – преступники позвонили ему от имени сотрудников Королевского банка Шотландии, в котором у бизнесмена был открыт счёт на крупную сумму. Мошенники сообщили ему, что система безопасности зафиксировала несанкционированный доступ в онлайн-банк и Абрамовичу необходимо «защитить свой депозит». «На этом счету лежало 2,3 миллиарда фунтов, которые я получил после продажи «Челси». Эти деньги я планировал передать в фонд восстановления Украины, но теперь не знаю, что делать», – рассказал предприниматель журналистам. Источник газеты The Times в Скотланд-Ярде сообщил, что средства были переведены несколькими транзакциями на одну из криптовалютных бирж, на которой злоумышленники приобрели биткоин на всю сумму. Далее средства были выведены на анонимные кошельки.	https://panorama.pub/news/soobsil-mosennikam-kod-ot-banka
194	1-2-2023	Политика	Житель Борисоглебска по имени Пётр Павел пожаловался на постоянные задержания и травлю	52-летний житель Борисоглебска по имени Пётр Павел пожаловался на то, что его уже дважды задерживали и доставляли в Москву на допрос из-за тёзки, ставшего недавно президентом Чехии. В родном городе он подвергается остракизму – сначала его уволили с работы, затем начали угрожать. Проблемы начались после сюжета на «Первом канале», в котором нового чешского президента обвинили в разжигании войны, воровстве, фальсификации истории и разврате (бывший генерал женат второй раз). «Фамилия у меня такая, потому что полуграмотная паспортистка ещё в 1930-е годы записала имя прадеда не в ту графу. Так и повелось, – рассказывает Пётр Павел. – Кто же знал, что в Чехии тоже такие паспортистки бывают? Этому генералу я никакой не родственник» За неделю бывшего монтажника труб дважды отвозили в Москву на допросы, где пытались выяснить срок и маршруты переброски натовского вооружения, обвиняли в фальсификации результатов выборов и краже голосов у Милоша Земана, а также в сносе памятника советским солдатам, пришедшим на помощь народу Чехословакии в 1968 году. Когда он вернулся на попутках после второго допроса, то обнаружил, что на его двери неизвестные написали краской «Натовская гнида» и нарисовали флаг США, в который стреляет схематический Т-34.	https://panorama.pub/news/zitel-borisoglebska-po-imeni-petr
195	1-2-2023	Политика	«Брали автографы, просили написать картину»: российский чиновник рассказал о своей поездке в Австрию	В интервью немецкому изданию Die Ziet заместитель председателя Госдумы РФ Алексей Гордеев сообщил, что сожалеет о резком ухудшении отношений между Россией и странами ЕС. Он вспомнил тёплый приём, который оказали ему местные жители во время поездки в Австрию. «Когда я работал министром сельского хозяйства, то часто посещал Европу с целью привлечь иностранные инвестиции в Россию, делал это неофициально, в основном во время новогодних праздников, – рассказал политик. – А особо тёплый приём мне оказали в Австрии. Я зашёл в бар, заказал пиво, а дальше вокруг меня возник ажиотаж, которого не было даже в Воронеже, где меня каждая собака знала. Люди брали автографы, просили написать картину. Я даже что-то накалякал там». Парламентарий добавил, что такое внимание смутило его – он переехал в другую австрийскую деревню, но и это не помогло. «Ко мне потянулись не только люди, но и собаки. Видимо, животные чувствуют хорошего человека», – заключил Гордеев.	https://panorama.pub/news/brali-avtografy-prosili-napisat-kartinu
196	1-2-2023	Политика	Наш ответ ChatGPT: жителей Башкирии пять лет консультировал скрипт, знающий только фразу «Не положено»	В Уфе разгорелся скандал из-за предположительного хищения государственных денег, выделенных на разработку искусственного интеллекта для ответов на вопросы граждан. Умный помощник, разработанный в рамках регионального проекта «е-Башкортостан», оказался простейшим скриптом. Недовольство общественников вызвала сумма государственного контракта – машинный интеллект обошёлся налогоплательщикам в 122 млн рублей, причём на эти деньги в том числе был оборудован «вычислительный центр». Фактически же оказалось, что умный помощник живёт в простейшем неттопе за 12 тысяч рублей и представляет собой примитивный скрипт, работающий по двум сценариям: если в сообщении найден знак вопроса (то есть, с точки зрения робота оно является вопросом), он отвечает «Не положено», а в ином случае перенаправляет пользователя на страницу /devnull.html, на которойзаверяет, что сообщение было передано на рассмотрение региональным властям. Эта разработка, запущенная в начале 2018 года, позиционировалась как «мощнейший искусственный разум, который знает ответы на все вопросы». Теперь следствию предстоит установить, куда на самом деле были потрачены средства.	https://panorama.pub/news/nas-otvet-chatgpt-zitelej-baskirii
197	31-1-2023	Общество	В низовьях Волги резко сократилось поголовье медуз	Астраханские экологи сообщают, что в низовьях Волги резко сокращается поголовье медуз. Учёные винят во всём рыбу под названием вобла, которая уничтожает этих многоклеточных животных наряду с другими беспозвоночными. Биоразнообразие играет решающую роль в деле поддержания продовольственной стабильности. Волжская медуза – уникальный и очень редкий вид, который был открыт относительно недавно, в 2012 году в ходе научной экспедиции в нижнем течении Волги. В 2021 году его внесли в Красную книгу России, с тех пор вылавливание волжских медуз строго запрещено. По мнению экологов, катастрофическая ситуация вызвана бесконтрольным ростом поголовья воблы. Эта хищная рыба распространяется во многих российских реках, угрожая экосистемам водоёмов. Начальника отдела охраны окружающей среды службы природопользования и охраны окружающей среды Астраханской области призвал принять срочные меры чтобы сдержать её распространение – иначе непоправимый ущерб может быть нанесён и другим видам беспозвоночных.	https://panorama.pub/news/v-nizovah-volgi-rezko-sokratilos
198	31-1-2023	Общество	В Норвегии на соревнованиях по стрельбе слепой трансгендер выстрелил себе в голову	Третьи сутки продолжают бороться за жизнь пациента врачи норвежского Осло, где накануне проходили крупные международные соревнования по стрельбе на призы Андреса Брейвика. Одним из участников стал 55-летний слепой трансгендер из Тромсе Олаф Лауридсен, которого не пускали на другие турниры. Организаторы чемпионата в качестве исключения разрешили необычному спортсмену выступить на открытии мероприятия вне зачёта и поразить пять мишеней из пистолета калибром 9,65 мм. Оружие стрелку вложили в руку и поставили Лауридсена на огневой рубеж. Трансгендер по необъяснимым причинам развернул ствол и выстрелил себе в голову. Другие участники соревнований и судьи легли на пол. Когда стрелявший упал сам, на место происшествия были вызваны полиция и медики. После того, как место проведения турнира привели в хороший вид, полностью убрав кровь от незадачливого участника, соревнования возобновились и прошли без эксцессов. Победителем стал Руне Бранд, набравший 152 очка. Он пожелал здоровья своему коллеге. «Вы знаете, это единичный случай. Думаю, если сегодня трансгендеры стреляют и не очень точно, то в будущем они научатся, главное – не допускать к участию русских», – прокомментировал результаты соревнований спортсмен.	https://panorama.pub/news/v-norvegii-na-sorevnovaniah-po
199	31-1-2023	Общество	Третьяковская галерея заменит часть картин работами нейросети MidJourney	Директор Государственной Третьяковской галереи Александра Кочкина заявила о замене части выставленных в её залах картин русских художников на работы, созданные нейросетью MidJourney. По её словам, современный искусственный интеллект рисует ничуть не хуже, чем Репин или Айвазовский. Глава музея пояснила, что снятые с экспозиции картины будут проданы на благотворительных аукционах, а вырученные деньги пойдут на развитие искусственного интеллекта в России. В первой партии на продажу пойдут 50 картин кисти Айвазовского, Репина, Сурикова и Врубеля. Вместо них на стенах галереи появятся сгенерированные нейросетью полотна, такие как «Портрет кошки-девочки», «Орки из Варкрафта берут штурмом Капитолий», «Путин жмёт руку Гарри Поттеру» и другие. Искусствоведы уже приступили к оценке стоимости картин, нарисованных нейросетью. «Все 50 новых работ я сгенерировала при помощи MidJourney за один вечер. Ещё четыре дня потребовалось, чтобы студенты местного художественного техникума нарисовали их на холсте, – говорит Кочкина. – Таким образом, с учётом выходных, за неделю Третьяковка сможет полностью обновить экспозицию в одном из залов. Надеемся сохранить этот темп. Техника рисования у нейросети ничуть не хуже, чем у переставших быть актуальными живых художников. Думаю, скоро мы от этого барахла совсем избавимся»	https://panorama.pub/news/tretakovskaa-galerea-zamenit-cast-kartin
200	31-1-2023	Общество	Госдума примет первый закон, разработанный искусственным интеллектом	В январе 2023 Госдума РФ примет первый закон, разработанный искусственным интеллектом. Поправка в УК разработана комитетом по информационной политике, информационным технологиям и связи с помощью отечественной нейросети BotGPT, работающей на кластере российских процессоров Baikal. Искусственный интеллект разработал закон, который добавляет в УК статью 121.1 «Мужеложство». Виновным будет грозить «принудительное исправление ошибок реестра», а в некоторых случаях «полное форматирование». Чтобы разработать такой документ, ИИ проанализировал терабайты информации по истории человечества. Поставленная ему задача касалась увеличения рождаемости и «доступного государству человекоресурса». В комитете по информационной политике подчеркнули социальную важность принимаемого закона: сам того не зная, компьютерный разум также встал на защиту нравственности и морали.	https://panorama.pub/news/gosduma-rf-primet-pervyj-zakon
201	31-1-2023	Общество	Донеси на себя сам: в России стартует месячник покаяния	С 1 февраля по 2 марта в России пройдёт «Месячник покаяния», в ходе которого граждане смогут публично рассказать о своих грехах и получить скидку при оплате штрафа на портале «Госуслуги». В случае, если деяние подпадает под нормы уголовного кодекса, публикация видеопокаяния будет приравнена к явке с повинной. «У каждого человека есть грехи. Кто-то перешёл дорогу на красный сигнал светофора, кто-то устроил пьяную драку, а кто-то ругал нашу прекрасную Родину. Мы хотим дать возможность людям не держать этого груз на душе, а получить прощение от государства и граждан», – рассказал автор инициативы депутат Ирина Яровая. Опубликовать видеопокаяние граждане смогут в социальных сетях с хэштегом #ПРОСТИТЕМЕНЯЛЮДИ либо загрузив ролик на портал «Госуслуги». Далее видео будет рассмотрено специальной комиссией, в которую входят сотрудники МВД, чиновники, врачи и психологи. В случае, если действия гражданина признают противоправными, он будет привлечён к административной или уголовной ответственности. Всем раскаявшимся россиянам предоставят скидку в размере 30% на оплату штрафа, а уголовные дела рассмотрят в особом порядке.	https://panorama.pub/news/donesi-na-seba-sam-v
202	31-1-2023	Общество	Российские математики рассчитали объем водки при разливе «на троих» с точностью до тысячного знака после запятой	Учёные из Бийского филиала Алтайского государственного университета (АлтГУ) рассчитали точный объем водки при разливе пол-литровой бутылки «на троих» с точностью до тысячного знака после запятой. Открытие, приуроченное ко Дню Русской водки, по мнению математиков, позволит уменьшить количество бытовых конфликтов. По словам научного руководителя группы Антона Мицкелюнаса, алтайским математикам удалось решить вопрос, над которым бились поколения их предшественников. «Водка — одно из самых гениальных изобретений человечества, в одном ряду с колесом, хлебом и огурцом. Я могу лишь порадоваться за коллег, и пожелать им дальнейших успехов в решении сложнейших математических задач», — прокомментировал успех декан факультета бродильных производств Антон Мицкелюнас. Коллектив института не собирается почивать на лаврах и уже работает над внедрением результатов открытия в повседневную жизнь граждан. Выпуск прибора для сверхточного автоматического разлива бутылки на троих ожидается в марте этого года. В настоящее время на барнаульском заводе «Статор» уже начался пробный запуск производственной линии. 31 января 1865 года Дмитрий Менделеев защитил докторскую диссертацию «О соединении спирта с водой». Пропорции компонентов в ней были указаны с точностью, опередившей своё время.	https://panorama.pub/news/rossijskie-matematiki-rasscitali-obem-vodki
203	30-1-2023	Политика	Турецкие активисты сожгли «Историю маленького трансгендера» напротив посольства Швеции в Анкаре	Группа активистов «Турецкие волки» в составе 30 человек провела акцию сожжения тома «Истории маленького трансгендера» авторства шведской писательницы Руне Торнблатт напротив здания посольства Королевства Швеция в Анкаре. Таким образом они решили ответить на неоднократные случаи надругательства над Кораном в шведской столице. «Мы долго думали, какую бы книгу выбрать, чтобы отомстить за Священный Коран, – рассказывает участник акции Махмуд Джаведоглу. – Библия для этих целей явно не подошла бы, потому что шведское христианство ненастоящее, а «епископ» Стокгольма вообще лесбиянка. По данным соцопросов, в Швеции самой популярной духовной книгой является Коран, но по некоторым причинам он нам опять-таки не подошёл». Активисты остановили выбор на книжке, которую изучают шведские первоклассники. В ней рассказывается о маленьком мальчике, который стал девочкой и женился на своём соседе, пожилом эмигранте. «Мы считаем, что именно эта книга и есть настоящая основа идеологии шайтанской Швеции», – говорят турки. Акция вызвала бурю возмущения в Стокгольме. Посол Турции был вызван в МИД для выражения протеста, а жители белого квартала Стокгольма организовали ответные акции протеста, где жгли Коран, портреты Реджепа Эрдогана и Усамы бен Ладена. Эту демонстрацию попыталась разогнать шариатская дружина, но её встретили слезоточивым газом.	https://panorama.pub/news/tureckie-aktivisty-sozgli-istoriu-malenkogo
